station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster
330,51.549599,-2.9860001,182,0.021288404412686084,0.9357546735083386,0.26433356960767906,0.04465492718607916,0.8449030853085343,0.07162754816184863,0.9968623051633799,0
331,51.569698,-3.9737,172,0.023810947764537814,0.5735702515959726,0.2567463716445099,0.04719713408844661,0.8205862120836775,0.08976136527791234,0.9949226473017666,1
332,51.450001,0.75,178,0.02087699262298458,0.8158806208712729,0.3493069757687335,0.05254652047148395,0.6893294553006136,0.10246941399561155,0.991879832388443,0
333,51.381985,1.1155597,168,0.1528354231134212,0.9102511050693369,0.36490879696456513,0.054825474807459584,0.6726599732796497,0.09382314643632048,0.9955222917398729,0
334,51.507099,-2.7114,140,0.11624199560948142,1.0434166261525029,0.3006899722782207,0.047857325799308514,0.8901291379107652,0.08977899517773608,0.992522373232406,0
335,51.966702,1.35,128,-0.05817799557176456,0.6863409800009084,0.30021411485105465,0.05308017545298027,0.8445494649662033,0.0984170931491771,0.9937810871828671,0
336,51.948002,1.2920001,124,-0.17485218547512393,0.6530892223306375,0.2960954136594766,0.0430347508947565,0.9681732363217813,0.08532009670883517,0.9953949730495875,0
337,51.223793,1.4092588,115,-0.14659405591156124,0.6444607719184678,0.24702904144104765,0.06773041959931936,0.6419528221043882,0.12402208783751983,0.9920292207640194,1
338,51.5,-2.7284,100,0.24818082460035157,1.1631158362131866,0.40919820754801695,0.11597845801449014,0.1253168785457136,0.2255702359974433,0.9500296409602483,0
339,51.570122,-2.7000217,79,0.6328917796740658,1.3642205963805187,0.42353770324399725,0.10738789917204405,0.3001532497142214,0.18843291511507732,0.9687135276532297,2
342,51.522301,3.4402001,63,0.22586540596259091,0.8393384647712983,0.33513936474641903,0.05921006335045098,0.9706133688783899,0.11812331908630269,0.9879807137193967,0
35,45.040483,-0.603517,60,-0.20981110978438705,0.6316604476135699,0.169221957936121,0.052404030991077044,0.9936453219897552,0.1000682045176321,0.9956129777640089,1
368,52.3385,-6.4589,86,0.0663316271393377,0.4648495301336858,0.1646846676208662,0.0696605525592745,0.7717156302862955,0.1330517172765998,0.9881682284223532,1
369,52.14767,-6.99188,77,-0.12349198353340923,0.41664618691037114,0.16687031016683382,0.059189266205303126,0.9354147614123124,0.11367513068824708,0.9936016783322936,1
375,52.792,-6.1451998,129,0.021008577751549753,0.47587306370071164,0.18015040620932193,0.04143612616136694,0.9731296247744574,0.0802040154046405,0.9963289813814958,1
376,52.338501,-6.4589,88,0.19173544585970037,0.4622204180627622,0.21163050202396275,0.07377977023171156,0.696258673438116,0.128966658076852,0.9950431246906518,1
377,52.2696,-9.8620996,87,0.25386825007176306,0.407053364324342,0.261664985263983,0.1303715861111776,0.09486593394177334,0.25631178626134277,0.9204978274077835,1
382,52.013222,-4.98375,362,0.21213980369846852,0.45653200584599996,0.34878518527956026,0.07265699012799098,0.0416052335130187,0.14268336300436996,0.9742186336266189,0
383,52.473083,1.75025,367,-0.05766314102319929,0.6741742031341658,0.28989382948879955,0.04151504784391591,0.5378976427741173,0.0778019382447609,0.9950636104032053,0
384,52.934194,1.301639,227,0.04991475874014246,0.7478019767215437,0.33004406927397045,0.05485858198088023,0.48473506670584376,0.08531642742717954,0.9964494474377436,0
